"doc_id","text","year","type","language","company","pattern"
"2020_AR_EN_CASINO##.txt.1379","Casino Group is working directly and indirectly towards 12 SDGs, implementingpoliciestoaddressthehighest-priorityissues(seeSDG cross-reference table, pages 243-244).",2020,"AR","EN","CASINO##","##"
"2020_AR_EN_CASINO##.txt.1393","COMMITMENTS Group-level involvement Subsidiary- and business- level involvement ORGANISATION STAKEHOLDER DIALOGUE PERFORMANCE/CSR indicators Board of Directors Governance and Social Responsibility Committee Executive Committee Group CSR department Subsidiary CSR departments Task forces Group Ethics Charter United Nations Sustainable Development Goals (SDG) Paris Climate Agreement Universal Declaration of Human Rights Eight fundamental conventions of the ILO Montreal Protocol United Nations Global Compact UN Womens Empowerment Principles Science-Based Targets (SBT) 171 Corporate Social Responsibility (CSR) and Non-Financial Information Statement (NFIS) 3 2020 UNIVERSAL REGISTRATION DOCUMENT CASINO GROUP  3.2. NON-FINANCIAL INFORMATION STATEMENT “ NFIS Pursuant to Article L. 225-102-1 of the French Commercial Code, the Company is required to prepare a consolidated Non-Financial Information Statement for 2020 complying with legal and regulatory provisions, including a presentation of the business model, a description of the main non-financial risks, a presentation of the policies applied in relation to those risks and the outcomes of those policies, including key performance indicators. The Non-Financial InformationStatementmustinclude,inaccordancewiththeprovisions of Article L. 225-102-1 of the French Commercial Code, information on how the Company takes into account the human resources, environmentalandsocietalconsequencesofitsoperations.Chapter3, Chapter 1 and section 4.3 of Chapter 4 together comprise the Non-Financial Information Statement. For readers, a cross-reference table on pages 239 to 242 identifies the relevant information.",2020,"AR","EN","CASINO##","##"
"2020_AR_EN_CASINO##.txt.1409","â— â— Brazil: In 2017, GPA completed its materiality analysis with the assistance of an specialised external firm, taking into account the expectations expressed by the International Integrated Reporting Council (IIRC) as well as the 17 Sustainable Development Goals (SDG). GPA conducted a new materiality analysis in fourth-quarter 2020, which confirmed the major challenges related to climate change, food waste and a range of healthy, safe and sustainable products.",2020,"AR","EN","CASINO##","##"
"2020_AR_EN_CASINO##.txt.1795","The Group supports the 17 UN Sustainable Development Goals, particularly SDG 5 on gender equality; SDG 8 on decent work and economic growth; and SDG 12 on responsible consumption and production.",2020,"AR","EN","CASINO##","##"
"2020_AR_EN_CASINO##.txt.1811","This analysis was reviewed and compared with the country risk analysisdevelopedbytheICSin2019,whichdrawsonalltheindicators included in the country risk analysis led by Casino Group, in addition to the following indicators: â— â— the SDG Index of the United Nations Sustainable Development Solutions Network; â— â— the Global Rights Index of the International Trade Union Confederation (ITUC); â— â— the Freedom in the World Index of the US NGO Freedom House; â— â— the Trafficking in Persons Report of the US Department of State; â— â— the results of ICS social audits performed in each country; â— â— determine product purchasing volumes: the likelihood that the Group will incur the risk increases with volume; â— â— identifythenumberofvendorsperproductcategory:alargernumber of small suppliers makes auditing the upstream production chains a more complex process.",2020,"AR","EN","CASINO##","##"
"2020_AR_EN_CASINO##.txt.2194","Pages 199 to 201 Promotion of and compliance with the ILOs fundamental conventions on: Âƒ Âƒ The respect for freedom of association and the right to collective bargaining Section 3.1. CSR commitments and governance Section 3.5.1.3.1. Encouraging social dialogue Section 3.5.3.3. Monitoring and improving the social and environmental impacts of the supply chain Pages 170 and 171 Page 190 Pages 201 and 202 Âƒ Âƒ The elimination of discrimination in respect of employment and occupation Section 3.5.1.1.1. Combating discrimination and stereotypes Section 3.5.3.3. Monitoring and improving the social and environmental impacts of the supply chain Section 3.5.3.4. Duty of care plan Pages 184 and 185 Pages 201 and 202 Pages 202 to 220 Âƒ Âƒ The elimination of forced and compulsory labour Section 3.5.3.3. Monitoring and improving the social and environmental impacts of the supply chain Section 3.5.3.4. Duty of care plan Pages 201 and 202 Pages 202 to 220 Âƒ Âƒ The effective abolition of child labour Section 3.5.3.3. Monitoring and improving the social and environmental impacts of the supply chain Section 3.5.3.4. Duty of care plan Pages 201 and 202 Pages 202 to 220 Human rights Action taken to promote human rights Section 3.1. CSR commitments and governance Section 3.5.3.3. Monitoring and improving the social and environmental impacts of the supply chain Section 3.5.3.4. Duty of care plan Pages 170 and 171 Pages 201 and 202 Pages 202 to 220 Methodology note Section 3.9. Reporting methodology for non-financial indicators Pages 246 and 247 Conclusion on the fairness and compliance of information Section 3.10. Independent third-partys report on the consolidated non-financial statement Pages 248 to 250 242 Corporate Social Responsibility (CSR) and Non-Financial Information Statement (NFIS) 3 2020 UNIVERSAL REGISTRATION DOCUMENT CASINO GROUP  3.8. SDG “ GRI CROSS‘REFERENCE TABLES 3.8.1. Sustainable Development Goals - SDG United Nations Sustainable Development Goals Main SDG targets impacted Our commitments and actions References Pages Committed employer 5.5.; 10.2.; 10.3. Promoting diversity and equal opportunity Âƒ Âƒ Combating discrimination and stereotypes Âƒ Âƒ Acting for the integration and retention of workers with disabilities Âƒ Âƒ Acting for intergenerational diversity Fostering gender equality in the workplace 3.5.1.1.",2020,"AR","EN","CASINO##","##"
"2020_AR_EN_CASINO##.txt.2208","201-202 202 to 220 243 Corporate Social Responsibility (CSR) and Non-Financial Information Statement (NFIS) 3 2020 UNIVERSAL REGISTRATION DOCUMENT CASINO GROUP  United Nations Sustainable Development Goals Main SDG targets impacted Our commitments and actions References Pages Environmentally committed group 13.2. Implementing a low-carbon strategy to fight against climate change 3.5.4.2. 223 to 226 7.2.; 11.1.; 13.2.",2020,"AR","EN","CASINO##","##"
"2020_AR_EN_COLRUYT#.txt.5","290 Notes  3 TABLE OF CONTENTS Corporate governance 117 Governance, supervision and management 122 Sustainable corporate governance 153 Share ownership and Colruyt shares Corporate sustainability 163 SDG 2 “ Zero hunger 166 SDG 3 “ Good health and well-being 170 SDG 6 “ Clean water and sanitation 173 SDG 7 “ Affordable and clean energy 177 SDG 8 “ Decent work and economic growth 184 SDG 12 “ Responsible consumption and production 191 SDG 13 - Climate action 196 Our indicators Intro 4 Word from the Chairman 6 Who are we? 12 Our vision on sustainability 18 Continuity, even during the pandemic 20 Management report 32 Key figures Activities 41 Retail 80 Wholesale 87 Foodservice 90 Other activities 100 Group support activities Financial report 209 Consolidated income statement 210 Consolidated statement of comprehensive income 211 Consolidated statement of financial position 212 Consolidated statement of cash flows 213 Consolidated statement of changes in equity 215 Management responsibility statement 216 Independent auditors report 223 Notes to the consolidated financial statements 287 Definitions  4 In the 2020/21 financial year, the global pandemic had an unprecedented and far- reaching impact on our group, affecting areas from sales to production, logistics and administration. Faced with a succession of rapidly changing events, measures and regulations, we showed incredible flexibility, creativity and solidarity as a group. In a rapidly evolving context, we continually reinvented ourselves and made the best of the situation, together with our customers, suppliers and other partners.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.62","Our ambition To be a reference point for sustainable entrepreneurship and a source of inspiration for conscious consumption  13 INTRO | Word from the Chairman ¢ Who are we? ¢ Our vision on sustainability ¢ COVID-19 ¢ Management report ¢ Key figures Our approach 17 SDGs to report on Client 4 themes to consume more consciously M o b i l i t y E n e r g y W a t e r A t m o s p h e r e R a w m a t e r i a l s A g r i c u l t u r e B i o d i v e r s i t y A n i m a l w e l f a r e L i v i n g t o g e t h e r L e a r n i n g t o g e t h e r W o r k i n g t o g e t h e r H e a l t h 3 drivers on which we organise ourselves More than 150 projects 12 programmes to make a difference Product Infrastructure People  14 INTRO | Word from the Chairman ¢ Who are we? ¢ Our vision on sustainability ¢ COVID-19 ¢ Management report ¢ Key figures This financial year, each programme was assigned a clear scope, vision and measurable objectives.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.72","16 INTRO | Word from the Chairman ¢ Who are we? ¢ Our vision on sustainability ¢ COVID-19 ¢ Management report ¢ Key figures 17 Sustainable Development Goals to report on The internationally recognised sustainability agenda of the United Nations, with its seventeen Sustainable Development Goals (SDGs), forms a common global basis for tackling social challenges. They act as a driver for every public authority, organisation or individual wanting to do their bit to create a more sustainable world. The international consensus around the agenda, the goals and the language used makes it easier to combine forces in a targeted way and to make progress together, both locally and globally.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.74","At Colruyt Group, we are fully behind the SDG agenda. As of 2017, we are one of the ˜SDG Voices and will continue this commitment. As of January 2020, for this reason, we are a member of the Board of Directors of CIFAL Flanders.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.78","17 INTRO | Word from the Chairman ¢ Who are we? ¢ Our vision on sustainability ¢ COVID-19 ¢ Management report ¢ Key figures Materiality For us, the SDGs are an important guide for realising our sustainability ambitions. From this year, we link all of our sustainability reporting to the Agenda 2030.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.79","Based on the seventeen sustainable development goals, we have chosen seven SDGs on which we believe we can make the biggest impact, thanks to the uniqueness of our organisation.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.80","These are the most material SDGs for us: SDG 2 Zero hunger SDG 3 Good health and well-being SDG 6 Clean water and sanitation SDG 7 Affordable and clean energy SDG 8 Decent work and economic growth SDG 12 Responsible consumption and production SDG 13 Climate action Naturally, we remain committed to the other SDGs as well. For example, we view Peace, justice and strong institutions (SDG 16) and Partnerships for the goals (SDG 17) as drivers for realising all other SDGs. We work closely with all of our partners and suppliers, with mutual respect at all times and based on dialogue and trust.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.943","Risks related to environmental matters (SDG 2, 6, 7, 12 and 13) As a retailer, we have a major impact on the environment through the product chains. To keep this impact to a minimum, we dedicate a lot of effort to measuring and mapping. Increasing transparency appears to be a challenge for the entire food and non-food sector. A possibility exists that the actors in the chain will be unwilling or unable to share their data, or will pass on incorrect data. From our strategic position in the chain, we want to exert leverage by pointing to the CORPORATE GOVERNANCE | Governance, supervision and management ¢ Sustainable corporate governance ¢ Share ownership  150 importance of measuring, collecting and analysing the impact of each actor in the chain on the environment and on animal welfare.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.948","Sustainability risks related to social affairs (SDG 2, 3 and 8) Colruyt Group is strongly anchored in the social fabric, both through its own production and retail sites as well as through local and international supply chains.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.951","Sustainability risks related to personnel matters (SDG 3 and 8) We seek to organise the work of all our employees in a safe and physically and mentally healthy way. Even so, risks of (occupational) diseases, occupational accidents and psychosocial risks are inherent in the company's activities. The group therefore pays the necessary attention to ensure that the current jobs can be performed optimally with a view to physical and mental well-being. Important factors are the nature and meaningfulness of the work, as well as the degree of work pressure. We provide our employees with a wide range of training courses to broaden their professional competences or for further personal growth.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.956","Sustainability risks related to human rights (SDG 8 and 12) In a people-oriented organisation, respect for human rights is always paramount. And that applies as much to our own employees as right along the value chain. The biggest challenge in terms of risk management lies here in monitoring compliance with human rights. Initially with regard to our own brands, but also in the product chains of the brands that we distribute as a retailer.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1002","This year, for the first time, we link our sustainability reporting completely to the Sustainable Development Goals. Based on the seventeen sustainable development goals, we report on seven SDGs on which we believe we can make the biggest impact, thanks to the uniqueness of our organisation. Read on for our full sustainability reporting.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1003","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators Corporate sustainability  163 SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators Our approach Our social contribution (to the sdg) We strive to make balanced and healthy nutrition more accessible to everyone, especially people who are struggling (financially), all year round.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1007","End hunger, achieve food security and improved nutrition and promote sustainable agriculture  164 SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators Food donations We donate as much as possible of the unsold food that is still perfectly edible exclusively to social organisations such as Foodbanks. In 2020, this totalled a record 4.504 tonnes. Our customers do their bit too: during Colruyts annual collection campaign in June 2020, they donated a total of 43.692 meals to Foodbanks.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1020","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  166 Our approach Our social contribution (to the sdg) At Colruyt Group, we focus strongly on health. This is based on a state of complete physical, mental and social well-being. We aim to play a leading role and help raise awareness around health in all its dimensions. As a retailer, we also have a social role in promoting a healthy lifestyle among our customers and employees and empowering them to make more conscious choices.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1022","Ensure healthy lives and promote well-being for all at all ages SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  167 RESULTS Make our range healthier ¢ For years, we have focused on making nutritional improvements to our range. Last calendar year, this resulted in 206 products with an improved nutritional composition and: - 88,4 tonnes less sugar; - 38,4 tonnes less salt; - 151,1 tonnes less fat; - 38 tonnes added fibre.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1029","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  168 2. Give consumers correct information and inspire them We are convinced that everyone has the right to know what is in their favourite product. We also want to use our strength as a market leader to help consumers and employees move towards a healthier lifestyle. That means giving them correct information, inspiring them and offering them insights, in an accessible and transparent way. In this way, we empower them to make conscious choices for themselves, leading to sustainable behavioural change.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1038","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators Regional Innovation Scheme  169 3. Safe and healthy working environment Our guiding principle remains: Colruyt Group grows when our people grow. For our employees, health is a driver of their job satisfaction. With this in mind, we intend to offer them the best possible support, socially, physically and mentally, and actively work towards a safe and healthy working environment via various initiatives.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1048","65% of our employees have voluntarily joined the Solidarity Fund SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  170 Our approach Our social contribution (to the sdg) Water is indispensable to people and nature and therefore one of the most valuable resources. So, it is essential to use it economically. For years, we have applied circular water management with the optimum balance between sustainability and cost- efficiency.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1053","Ensure availability and sustainable management of water and sanitation for all SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  171 RESULTS Measure water consumption ¢ Last calendar year, our water consumption totalled 623.220 mÂ³.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1059","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators 623.220 m3 water used in 2020 (Belgium) 58,3% Tap water 17,5% waste water 8,9% groundwater 15,3% rainwater  172 2. Preserve & protect water resources On our own sites, we collect rainwater from roofs and paved surfaces and allow it to soak away into the soil. If soaking away will not work (everywhere), we seek the optimal combined solutions.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1066","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  173 Our approach Our social contribution (to the sdg) We are convinced that the most sustainable energy is the energy we do not use.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1071","Ensure access to affordable, reliable, sustainable and modern energy for all SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  174 RESULTS Heating ¢ We have 44 fossil fuel-free stores that use no fuel oil or natural gas. The stores are heated using only residual heat and green electricity.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1082","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  175 2. Green electricity production Our investments in renewable energy now cover 100% of our energy consumption.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1090","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  176 3. Offer sustainable energy We strongly believe in the potential of green hydrogen as a clean and renewable fuel and play a leading role in this. We do this by investing in innovations around hydrogen and making hydrogen more accessible to consumers as a fuel.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1102","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  177 Our approach Our social contribution (to the sdg) At Colruyt Group, we want to do business in an inclusive and people-oriented manner. Based on integrity and trust, and with respect for one anothers rights. Key concepts include decent work, a stimulating working environment and greater transparency in the chain.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1108","22.566 24.119 25.205 25.775 27.049 28.117 29.683 29.255 29.388 29.903 30.631 32.945 09/10 10/11 11/12 12/13 13/14 14/15 15/16 17/18 18/19 19/20 20/21 16/17(1) +1.086 +1.553 +1.804 +570 +1.274 +1.068 +1.566 -428 +133 +515 +728 +2.314 Evolution of our workforce SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  178 Men Women 19.412 13.533 58,9% 41,1% White-collar Blue-collar 26.422 6.523 80,2% 19,8% employees under 20 employees between 20 and 30 employees between 30 and 40 employees between 40 and 50 employees between 50 and 60 employees over 60 0,6% 20,5% 29,3% 25,0% 21,4% 3,2% Fixed-term contract 1,7% Permanent contract 98,3% RESULTS Focus on a sustainable workforce ¢ On 31 March 2021, Colruyt Group had a total of 32.945 employees.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1120","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  179 In number of employees In full-time equivalents (FTE) Breakdown by segment 31/03/2021 31/03/2020 Change in employment 31/03/2020 31/03/2019 Change in employment Retail 27.940 25.922 2.018 (1) 26.316 24.484 1.832 (1) Wholesale and foodservice 1.533 1.492 41 1.496 1.449 46 Other activities 158 87 71 154 85 69 Corporate (not allocated) 3.314 3.130 184 3.223 3.037 186 Total Colruyt Group 32.945 30.631 2.314 31.189 29.056 2.133 - Belgium (2) 29.876 27.732 2.144 28.285 26.301 1.984 - Luxembourg 135 120 15 131 120 11 - France 2.460 2.326 134 2.299 2.182 117 - Other countries 474 453 21 474 453 21 (1) This increase can partly be explained by the inclusion of The Fashion Society and Joos Hybrid in the consolidation scope since August 2020.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1123","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  180 Employer social security contributions and insurances: EUR 265,1 million Gross wages and salaries: EUR 1.073,9 million Employee social security contributions: EUR 112,6 million Withholding tax on wages, including reductions: EUR 136,9 million Net wages and salaries: EUR 824,4 million 80% 10% 8% 20% Total payroll costs in Belgium: EUR 1.339,1 million (2020/21 financial year ) Profit sharing As a mark of appreciation for everyones contribution and dedication, Colruyt Group lets all employees in Belgium share in the profits. A separate system applies for employees in France, in accordance with French legislation. For financial year 2020/21, subject to approval by the General Meeting, the total share in the profits will be EUR 28,46 million, broken down as follows: a profit participation payment of EUR 5,81 million in cash, as stipulated according to the Act of 22 May 2001 on employee participation in the capital and profit of companies and a payment of EUR 22,65 million according to CLA 90 and 90bis on non- recurring results-related benefits. From the 2001/02 financial year to date, Colruyt Group has allowed employees to share in the profits for a total of EUR 436,94 million.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1128","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  181 Capital increase reserved for employees In order to enable employees to participate in the growth of the company, we have encouraged them to participate in the capital since 1987. Through an annual capital increase reserved for employees they can subscribe to shares of the parent company Etn. Fr. Colruyt NV at a favourable price (within the legal framework) that will remain frozen for 5 years. These capital increases are proposed by the Board of Directors and approved by an Extraordinary General Meeting.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1130","Year Amount in million EUR Number of shares From 1987 to 2008 103,7 18.214.375 2009 13,7 506.895 2010 23,9 715.585 2011 6,2 225.194 2012 10,1 332.725 2013 11,4 316.900 2014 14,0 466.754 2015 17,1 472.883 2016 14,0 326.508 2017 10,2 260.458 2018 15,2 355.738 2019 15,9 380.498 2020 10,3 222.372 Total 265,8 22.796.885 SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  182 2. Learn and develop together A focus on learning and development is deeply embedded in Colruyt Groups DNA.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1145","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  183 3. Working conditions in the supply chain As an international market player, we take responsibility for ensuring the right working conditions at our producers. We ask all suppliers of private label products to sign up to the amfori BSCI Code of Conduct. This contains universal human rights principles that must be respected. Compliance with the code of conduct is monitored via certificates, social initiatives and/or social audits. If the business partner needs support, we explore together how we can make improvements. If the will is lacking to create good working conditions, we will end the partnership.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1150","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  184 Our approach Our social contribution As a retailer, we have a direct and indirect impact on the entire supply chain: from sourcing and production to distribution and use of our products and services.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1158","Ensure sustainable consumption and production patterns SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  185 RESULTS Wild-caught fish, shellfish and crustaceans ¢ Certification by MSC (Marine Stewardship Council) and assessments by the Research Institute for Agriculture, Fisheries and Food (ILVO).",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1168","Certification of our food products SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  186 Certification of non-food products RESULTS Wood ¢ 99,6% of our private label products containing at least 60% wood carry the FSC or PEFC label.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1173","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators By 2025 we want to realise 20 international supply chain projects.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1189","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  188 2. Raw materials and resources Firstly, we want to make our offer (from products and packaging to services) more circular. At the same time, we want to upcycle waste flows. In this, we prefer to follow the principles of the circular economy whereby the available resources are constantly returned to the cycle, without having to introduce new raw materials. We apply the R ladder, which offers seven practical ways of organising the circular economy, i.e. Refuse, Rethink, Reduce, Reuse, Recircle, Recycle and Recover.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1194","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  189 RESULTS Tackle food loss ¢ We were the first retailer in Belgium to introduce the innovative Apeel technology. Thanks to an additional plant-based protective layer, avocados stay fresh up to two times longer. In this way, we reduce food waste in our store and in our customers homes.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1202","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators 0,4% food waste to biochemical industry 20,1% food waste to animal feed 12,7% food waste to human consumption 66,8% food waste to incineration and fermentation  190 RESULTS Circular building ¢ Built to Reuse: when we renovate stores, we have a checklist of more than 1.300 materials and components to hand. We focus primarily on reusing materials.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1210","SUSTAINABILITY | SDG 2 ¢ SDG 3 ¢ SDG 6 ¢ SDG 7 ¢ SDG 8 ¢ SDG 12 ¢ SDG 13 ¢ Our indicators  191 Our social contribution (to the sdg) For many years, we have worked to reduce our impact on the climate. Our basic principles are as follows: we avoid greenhouse gas emissions, reduce our emissions in general and constantly seek solutions with the lowest impact on the climate. We have divided our activities into three direct impact categories, within which we focus on projects and initiatives: (1) refrigeration & heating (2) mobility & transport (3) energy consumption and production.",2020,"AR","EN","COLRUYT#","##"
"2020_AR_EN_COLRUYT#.txt.1213","We are now fully committed to our new ambition: to reduce our relative COâ‚‚ emissions further by 40% (compared to 2008) by 2030, according to the GHG Protocol, Scope 1 and 2. Further information about our objectives around our own energy consumption can be found in the SDG 7 Energy section.",2020,"AR","EN","COLRUYT#","##"
