"doc_id","text","year","type","language","company","pattern"
"2020_AR_EN_AHOLDDE2.pdf.1","to our values of integrity
and care.
Our brands’ safety programs address regulations and initiatives that contribute to physical safety
and mental health at work. In stores, offices and distribution centers, safe working practices are
integrated right into designs, equipment purchases and operational practices. Safety is improved
not only through visible leadership, but by engaging associates to play their own role, keeping an
eye out for potentially dangerous or inappropriate situations.
Our initiatives are aligned with Sustainable Development Goal (SDG) 8, protecting labor rights and
promoting safe and secure working environments for all.
Our focus
With our work safety strategy and roadmap, we aim to create a safety mindset throughout the
brands. Cross-functional safety committees in all brands will drive visibility, awareness and trainings,
and promote safe methods of working. Our ambition for 2020 is to reduce our Workplace Injury
Absenteeism Rate across all brands (work injuries resulting in lost days per 200,000 labor hours).
In 2019, it stood at 2.1, and we will continue our critical ongoing efforts to reduce this further.
Ahold Delhaize Human Rights Report, 2020                                                                 15",2020,"AR","EN","AHOLDDE2","TRUE"
"2020_AR_EN_AUCHAN##.pdf.1","and fair view of the assets, financial situation and results of operations of the company and all of the
   companies included within the consolidation scope. The management report provides an accurate description of the business
   trends, results of operations and financial situation of the company and all of the companies included in the consolidation scope, as
   well as a description of the main risks and uncertainties that they face.”
                                                                                                                          Edgard Bonte
                                                                                                General Manager of Auchan Holding SA
12       Financial Report 2020 I",2020,"AR","EN","AUCHAN##","TRUE"
"2020_AR_EN_AUCHAN##.pdf.2","d in accordance with, French law and
  professional standards applicable in France.
  For the year ended 30 September 2020
  To the Annual General Meeting,
  In our capacity as Statutory Auditor of your company (hereinafter               P the fairness of the information provided in accordance with
  the “entity”) appointed as independent third party, and accredited                 article R.225-105 I, 3° and II of the French Commercial Code,
  by the French Accreditation Committee (Comité Français                             i.e., the outcomes, including key performance indicators,
  d'Accréditation or COFRAC) under number 3-1049(1), we hereby                       and the measures implemented considering the principal
  report to you on the consolidated non-financial statement for the                  risks (hereinafter the “Information”).
  year ended 30 September 2020 (hereinafter the “Statement”),                     However, it is not our responsibility to comment on the entity’s
  included in the entity's Management Report pursuant to the                      compliance with other applicable legal and regulatory
  requirements of articles L. 225-102-1, R. 225-105 and R. 225-105-1              requirements, in particular the French duty of care law and
  of the French Commercial Code (Code de commerce).                               anti-corruption and tax avoidance legislation nor on the
                                                                                  compliance of products and services with the applicable
                                                                                  regulations.
  RESPONSIBILITY OF THE ENTITY
  The Management Board's is responsible for preparing the                         NATURE AND SCOPE OF OUR WORK
  Statement, including a presentation of the business model,
  a description of the principal non-financial risks, a presentation              The work described below was performed in accordance with
  of the policies implemented considering those risks and the
                                                                                  the provisions of Article A.225-1 et seq. of the French
  outcomes of said policies, including key performance
                                                                                  Commercial Code, as well as with the professional guidance of
  indicators.                                                                     the French Institute of Statutory Auditors (Compagnie nationale
  The Statement has been prepared in accordance with the                          des commissaires aux comptes or CNCC) applicable to such
  entity’s procedures (hereinafter the “Guidelines”), the main                    engagements and with ISAE 3000(2):
   elements of which are presented in the Statement and
                                                                                  P We obtained an understanding of all the consolidated
  available upon request at the entity’s head office.                                entities' activities, and the description of the principal risks
                                                                                     associated;
  INDEPENDENCE AND QUALITY CONTROL                                                P We assessed the suitability of the criteria of the Guidelines
                                                                                     with respect to their relevance, completeness, reliability,
  Our independence is defined by the requirements of article                         neutrality and understandability, with due consideration of
   L.822-11-3 of the French Commercial Code and the French                           industry best practices, where appropriate;
  Code of Ethics (Code de déontologie) of our profession.
                                                                                  P We verified that the Statement includes each category of
   In addition, we have implemented a system of quality control                      social and environmental information set out in article
  including documented policies and procedures regarding                             L.225-102-1 III;
  compliance with applicable legal and regulatory requirements,
  the ethical requirements and French professional guidance.                      P We verified that the Statement provides the information
                                                                                     required under article R. 225-105 II of the French Commercial
                                                                                     Code, where relevant with respect to the principal risks,
  RESPONSIBILITY OF THE STATUTORY                                                    and includes, where applicable, an explanation for the
  AUDITORS APPOINTED AS INDEPENDENT                                                  absence of the information required under article L. 225-102-1
                                                                                     III, paragraph 2 of the French Commercial Code;
   THIRD PARTY
                                                                                  P We verified that the Statement presents the business model
   On the basis of our work, our responsibility is to provide                        and a description of principal risks associated with all the
  a report expressing a limited assurance conclusion on:                             consolidated entities’ activities, including where relevant and
                                                                                     proportionate, the risks associated with their business
  P the compliance of the Statement with the requirements                            relationships, their products or services, as well as their
      of article R. 225-105 of the French Commercial Code;                           policies, measures and the outcomes thereof, including key
                                                                                     performance indicators associated to the principal risks;
  (1) Accreditation Cofrac Inspection, number 3-1049, scope available at www.cofrac.fr
  (2) ISAE 3000: international standard on assurance engagements other than audits or reviews of historical financial information.
76       Financial Report 2020 I",2020,"AR","EN","AUCHAN##","TRUE"
"2020_AR_EN_AUCHAN##.pdf.3","d in accordance with, French law and professional auditing standards
   applicable in France.
    To the Shareholders,
    OPINION                                                                    JUSTIFICATION OF ASSESSMENTS -
                                                                               KEY AUDIT MATTERS
    In compliance with the engagement entrusted to us by your
    Shareholders Meeting, we have audited the accompanying                     Due to the global crisis related to the Covid-19 pandemic, the
   consolidated financial statements of AUCHAN HOLDING for                     financial statements of this period have been prepared and
    the year ended December 31, 2020.                                          audited under specific conditions. Indeed, this crisis and the
   In our opinion, the consolidated financial statements give a",2020,"AR","EN","AUCHAN##","TRUE"
"2020_AR_EN_AUCHAN##.pdf.4","exceptional measures taken in the context of the state of
   and fair view of the assets and liabilities and of the financial            sanitary emergency have had numerous consequences for
   position of the Group at December 31, 2020 and of the results               companies, particularly on their operations and their financing,
    of its operations for the year then ended in accordance with               and have led to greater uncertainties on their future prospects.
    International Financial Reporting Standards as adopted by the              Those measures, such as travel restrictions and remote
    European Union.                                                            working, have also had an impact on the companies’ internal
                                                                               organization and the performance of the audits.
    The audit opinion expressed above is consistent with our report
    to the Audit Committee.                                                    It is in this complex and evolving context that, in accordance
                                                                               with the requirements of Articles L.823-9 and R.823-7 of the
                                                                               French Commercial Code (code de commerce) relating to the
    BASIS FOR OPINION                                                          justification of our assessments, we inform you of the key audit
                                                                               matters relating to risks of material misstatement that, in our
    Audit Framework                                                            professional judgment, were of most significance in our audit of
                                                                               the consolidated financial statements of the current period, as
    We conducted our audit in accordance with professional                     well as how we addressed those risks.
    standards applicable in France. We believe that the audit
    evidence we have obtained is sufficient and appropriate to                 These matters were addressed in the context of our audit of the
   provide a basis for our opinion.                                            consolidated financial statements as a whole, and in forming our
                                                                               opinion thereon, and we do not provide a separate opinion on
    Our responsibilities under those standards are further                     specific items of the consolidated financial statements.
    described in the Statutory Auditors’ Responsibilities for the
    Audit of the Consolidated Financial Statements section of our              Impairment test of non-current assets
    report.                                                                    (excluding investment property)
    Independence                                                               (Note 6.6 to the consolidated financial statements)
    We conducted our audit engagement in compliance with                       Description of risk
    independence requirements of the French Commercial Code
                                                                               At as December 31, 2020, the carrying amounts of goodwill, other
   (code de commerce) and the French Code of Ethics (code de
                                                                               intangible assets and property, plant and equipment
   déontologie) for statutory auditors for the period from
                                                                               (“Non-current Assets”) of the Group totaled €8,7 billion (38% of the
    January 1, 2020 to the date of our report and specifically we did
                                                                               total balance sheet). These Non-current Assets are detailed in
    not provide any prohibited non-audit services referred to in
                                                                               Notes 6.1 to 6.3 and 6.5 of the consolidated financial statements.
   Article 5(1) of Regulation (EU) No 537/2014.
                                                                               These Non-current Assets are tested for impairment as soon as
   Emphasis of Matter                                                          there is any indication of a loss of value. This test is performed
   We draw attention to the following matter described in                      once a year on a mandatory basis for assets with indefinite
   Note 2.7 to the consolidated financial statements relating to the           useful life. The recoverable value of an asset is defined in
   consequences of the agenda paper related to the Lease Term                  Note 6.6 to the consolidated financial statements.
   and Useful Life of Leasehold Improvements (IFRS 16 Leases                   For the purposes of these impairment tests, these Non-current
   and IAS 16 Property, Plant and Equipment). Our opinion is not               Assets (excluding goodwill and intangible assets with indefinite
   modified in respect of this matter.                                         useful life) are grouped into Cash Generating Units (CGUs). The
                                                                               Group has defined the store as the CGU for Retail (excluding
                                                                               Taiwan where Retail CGU includes the real estate activity).
                                                                               Goodwill and intangible assets with indefinite useful life are
                                                                               tested by country and by activity. The CGU group created for
                                                                               the purposes of this test includes the plant and equipment,
                                                                               intangible assets and goodwill allocated to the country and the
                                                                               business as well as its working capital requirements.
164       Financial Report 2020 I",2020,"AR","EN","AUCHAN##","TRUE"
"2020_AR_EN_COLRUYT#.pdf.1","discount hunters.
pandemic had an unprecedented and far-                As a group we had a decent financial year overall.
reaching impact on our group, affecting               We saw our group revenue increase by 3,7%,             Also with a view to the future, we took the
areas from sales to production, logistics and         while we achieved a net result of 4,2% of revenue.     difficult but necessary decision to stop non-food
administration. Faced with a succession of rapidly    The coronavirus pandemic required substantial          sales via the Collishop webshop completely.
changing events, measures and regulations,            expenditure on safety and remuneration, for            This is because sustainable growth in a highly
we showed incredible flexibility, creativity          example, and had a far-reaching impact on              competitive non-food market requires us to
and solidarity as a group. In a rapidly evolving      our activities. While fuel sales fell sharply, our     specialise further in our non-food activities. We
context, we continually reinvented ourselves and      neighbourhood stores and online sales grew             will retain our network of 400 physical collection
made the best of the situation, together with         strongly. Even in these exceptional times, Colruyt     points for other online orders. All employees
our customers, suppliers and other partners.          remained",2020,"AR","EN","COLRUYT#","TRUE"
"2020_AR_EN_COLRUYT#.pdf.2","to its Lowest Prices promise and         affected remained employed within the group.
I am particularly proud that we managed to            protected customers’ purchasing power. (1)
continue to fulfil our social role at all times and                                                          In addition to this, we continued to strengthen
to maintain the food supply, with as our utmost       During the last financial year, it was often all       our family company via (increased) stakes in
priority the safety of employees and customers.       hands on deck, but we remained focused on the          clothing chain ZEB and data specialists Daltix
      INTRO | Word from the Chairman • Who are we? • Our vision on sustainability • COVID-19 • Management report • Key figures                                  4",2020,"AR","EN","COLRUYT#","TRUE"
"2020_AR_EN_COLRUYT#.pdf.3","to retail, which still accounts for four fifths                             simple solutions for specific requirements. Each in their
of our revenue. Today, we are active in retail with around ten business                             own, authentic way, our brands express the ‘simplicity
formats, with both physical outlets and online shops in Belgium,                                    in retail’ that we represent as Colruyt Group. In this way,
Luxembourg and France.                                                                              each brand helps achieve our common mission. Each
In addition, we operate in foodservice and wholesale, for instance as                               business format also embodies the same group values.
a dedicated partner for the independent Spar stores. In recent years, we                            Together, they form the foundation on which we continue
have also grown strongly as a producer and supplier of renewable wind                               to build as a group and a point of reference in this rapidly
and solar energy. Finally, it is typical of Colruyt Group that we continue                          changing world. For ourselves, for our partners and for our
to do many things ourselves. We possess a wealth of experience and                                  customers. So they all know what they can expect of us,
expertise in areas such as technology, IT and communication, as well                                and that creates trust in turn.
as production and packaging of meat, coffee, cheese and wine, for
example.
      INTRO | Word from the Chairman • Who are we? • Our vision on sustainability • COVID-19 • Management report • Key figures                                   6",2020,"AR","EN","COLRUYT#","TRUE"
"2020_AR_EN_COLRUYT#.pdf.4",", lasting        • Craftsmanship. Living craftsmanship is a source of joy and pride. Our
  ‘rewards’. Money, on the other hand, is merely a resource that we invest        company’s success is determined by the skills, attitudes and knowledge
  to realise our common dream.                                                    of our employees and their teams.
• Sustainable creation. Every day, we start with a blank page. We gaze          • In retail. Our craft is still retail, even though, over time, our
  in amazement at the world to see what is possible, conscious of our             entrepreneurship and creative drive have spawned many other
  strengths and limitations. And we don’t waste energy needlessly from            initiatives.
  ourselves, our environment or nature.
   INTRO | Word from the Chairman • Who are we? • Our vision on sustainability • COVID-19 • Management report • Key figures                              9",2020,"AR","EN","COLRUYT#","TRUE"
"2020_AR_EN_COLRUYT#.pdf.5","food coaching companion
We are convinced that everyone has the right to know what is
                                                                                                                                      In 2021, we want to
in their favourite product. We also want to use our strength
                                                                                                                                      continue to help our
as a market leader to help consumers and employees move
                                                                                                                                      employees move
towards a healthier lifestyle. That means giving them correct
                                                                                                                                      towards a healthier
information, inspiring them and offering them insights, in
                                                                                                                                      lifestyle, joining
an accessible and transparent way. In this way, we empower
                                                                                                                                      forces with our spin-
them to make conscious choices for themselves, leading to
                                                                                                                                      off SmartWithFood.
sustainable behavioural change.
                                                                                                                                      Based on a scientific
                                                                                           questionnaire about factors such as exercise, sleep and diet,
                                                                                           everyone will be able to gain an insight into their general fitness.
                                                                                           Anyone who wants to can also have a blood test and discuss the
                                                                                           results with a doctor and a lifestyle coach. There are also longer
                                               RESULTS
                                                                                           programmes with blood tests, medical consultations and digital
   Guide consumers                                                                         coaching to adopt and maintain a healthier lifestyle.
   • The Nutri-Score is clearly displayed on the front of the                              Last year, SmarthWithFood lent its support to two new projects
     packaging of 91% of Boni Selection products. We aim                                   to help people struggling with the physical consequences of
     for 100% by the end of 2021.                                                          COVID-19 move towards a healthier lifestyle. The Healthricious
   • The Nutri-Score can also be found on 29% of Spar                                      project supports people who are overweight in particular
     products.                                                                             acquire habits that strengthen immunity. The Matching project
   • The Nutri-Score is available on various channels and                                  offers another response to the rising demand for online health
     media, both in-store and online.                                                      coaching through responsible matching of nutritional experts
                                                                                           and users. Both projects are realised in collaboration with the
   Provide customised information                                                          European Institute of Innovation and Technology (EIT).
   • Last year, Colruyt Group Academy launched a series of
     online Tips & Talks, in which experts shared insights
                                                                                                            Regional
     and tips on themes such as nutrition, health and                                                       Innovation
                                                                                                            Scheme
     media.
      SUSTAINABILITY | SDG 2 • SDG 3 • SDG 6 • SDG 7 • SDG 8 • SDG 12 • SDG 13 • Our indicators                                                                 168",2020,"AR","EN","COLRUYT#","TRUE"
"2020_AR_EN_COLRUYT#.pdf.6","and fair view of the net assets, the financial position and the results of Etn. Fr. Colruyt NV and the
  entities included in the consolidation scope.
• the annual report related to the consolidated financial statements gives a",2020,"AR","EN","COLRUYT#","TRUE"
"2020_AR_EN_COLRUYT#.pdf.7","and fair view of the development and the results of Colruyt Group’s activities, as well
  as of the position of the company and the entities that are included in the consolidation scope, together with a description of the main risks and uncertainties that
  Colruyt Group faces.
Jef Colruyt                                                                       Stefaan Vandamme
Chairman of the Board of Directors                                                Chief Financial Officer
        FINANCIAL REPORT | Consolidated statements • Statement • Independent auditor’s report • Notes • Definitions                                                        215",2020,"AR","EN","COLRUYT#","TRUE"
